          Pi       NnzSnp      SigmaSq            S       ResVar       GenVar     SigmaSqG          hsq 
  0.00869952        24318  0.000271627    -0.150365      6.59097      1.58571      2.43201     0.206887 









  0.00533315        15029  9.54225e-05    -0.325332      7.16555     0.655502     0.665756    0.0855232 









  0.00540519        15045  8.47329e-05    -0.332263      7.16859      0.60354     0.602289    0.0787438 















   0.0214931        60468   2.9537e-05   -0.0650152      7.14001     0.671685     0.678063    0.0876347 









   0.0213833        59821  2.99074e-05     -0.06491      7.08587     0.683328     0.679693    0.0891536 









   0.0211215        58861  2.90199e-05   -0.0704048      7.13982     0.658934     0.651227     0.085971 









    0.020746        57957  2.93551e-05   -0.0869203      7.09942     0.662353     0.651357     0.086417 









   0.0206038        57807  2.92516e-05    -0.105326      7.11968     0.670312     0.663268    0.0874555 









     0.02059        57519    3.063e-05   -0.0955184      7.08481     0.687886     0.683083    0.0897483 









   0.0200186        55866  3.08027e-05   -0.0916945       7.1109     0.668862     0.666573    0.0872663 









   0.0202441        56714   3.0492e-05   -0.0637629       7.1161     0.654664     0.657214    0.0854139 









   0.0206165        57360  2.91223e-05   -0.0617444      7.10758       0.6398     0.635071    0.0834746 









   0.0205304        57631   3.1162e-05   -0.0585948      7.13388     0.670503     0.685399    0.0874804 









   0.0199265        55956   3.0678e-05   -0.0815522      7.11322      0.66746      0.66394    0.0870833 









   0.0197171        55151  3.13166e-05    -0.075989      7.10589     0.676228     0.661616    0.0882274 









    0.019075        53301  3.19546e-05    -0.081513      7.12908     0.652654      0.65707    0.0851516 









   0.0192512        53634  3.13162e-05   -0.0959255      7.12083     0.660064     0.655311    0.0861184 









    0.019551        54505  3.04512e-05   -0.0981491      7.12288     0.647436     0.641007    0.0844709 









   0.0201357        56318  3.01739e-05    -0.112008      7.08123       0.6817     0.669564    0.0889412 









   0.0203878        56727  3.10738e-05   -0.0918691      7.09041     0.691238     0.682807    0.0901857 









   0.0202594        56963  2.99176e-05   -0.0867788      7.11227     0.671911     0.661027    0.0876641 









   0.0198134        55304  3.02775e-05   -0.0855367       7.1355     0.647519     0.643192    0.0844816 









   0.0197849        55270  2.99442e-05   -0.0944198      7.12502     0.651252     0.645407    0.0849687 









   0.0202912        56972  3.06751e-05   -0.0736439      7.09136     0.672736     0.672643    0.0877717 









   0.0202418        56524  3.07237e-05   -0.0736972      7.12442     0.662708     0.664184    0.0864634 









   0.0197017        55202  2.99117e-05    -0.070296      7.12712     0.631327     0.630343    0.0823691 









   0.0202069        56866   3.0265e-05   -0.0652363      7.08144     0.657271     0.658527     0.085754 









   0.0199901        56353  3.07089e-05   -0.0635516      7.10369      0.65609     0.660438    0.0855999 









    0.019842        55575  3.08172e-05   -0.0609305      7.12804     0.651723     0.660323    0.0850302 









   0.0205754        57527  3.03413e-05   -0.0571158      7.08238      0.65803     0.659038    0.0858531 









   0.0203668        56790   2.8783e-05   -0.0718063      7.14948     0.630522     0.630389    0.0822641 









   0.0208022        58589  2.92235e-05   -0.0681106      7.11344     0.663691     0.655046    0.0865916 









    0.020752        58591  2.93531e-05   -0.0799944      7.13328     0.668898     0.665411    0.0872709 









   0.0209756        58482  2.98699e-05   -0.0807654       7.1181     0.674414       0.6727    0.0879906 









   0.0212069        59762  2.91113e-05   -0.0846985      7.11905      0.68795     0.668659    0.0897567 









   0.0214939        60115   2.8616e-05    -0.078381      7.07782     0.665708     0.666586    0.0868548 









   0.0213346        60444  2.84014e-05   -0.0726482      7.13413     0.657892     0.656281     0.085835 









   0.0208972        59092   2.8268e-05   -0.0627662      7.12492     0.640789     0.636089    0.0836036 









   0.0210247        58856  2.83052e-05   -0.0603861      7.13072     0.639549     0.632552    0.0834419 









   0.0210627        58744  2.82028e-05   -0.0306545      7.16131     0.621968     0.615041     0.081148 









   0.0216872        60489  2.90198e-05   -0.0202399      7.11732     0.663118     0.643657    0.0865169 









   0.0217592        60488   2.8907e-05   -0.0283546      7.14835     0.640053      0.64908    0.0835075 









   0.0217758        61329  2.89566e-05    -0.027042      7.14148     0.668005      0.65383    0.0871545 









   0.0220166        61491  2.83696e-05   -0.0374033      7.11294      0.65065     0.648484    0.0848902 









   0.0225137        62852  2.83624e-05   -0.0447663      7.08966     0.674861     0.671858    0.0880489 









   0.0223224        62380  2.86302e-05    -0.052652      7.12572     0.676202     0.678184     0.088224 









   0.0214907        60207  2.89514e-05   -0.0624787      7.13822     0.658036      0.66671    0.0858538 









   0.0209448        59137  2.86769e-05   -0.0675565      7.10689     0.651112     0.645561    0.0849504 









   0.0204378        57523   2.8607e-05   -0.0669883      7.12739     0.647301     0.629744    0.0844532 









   0.0206831        58035  2.84611e-05   -0.0543455      7.13735      0.63062     0.626171    0.0822769 









   0.0207827        58058   2.9143e-05   -0.0439637      7.12427     0.640161     0.635887    0.0835217 









   0.0214048        59687  3.02031e-05   -0.0401819       7.1082     0.677208     0.670934    0.0883552 









   0.0216686        60462  2.94423e-05    -0.034389      7.11518     0.662286     0.661657    0.0864084 









   0.0213671        59789  2.87094e-05   -0.0525115      7.09789     0.663678     0.652031    0.0865899 









   0.0213154        59684  2.86107e-05   -0.0472418      7.17868     0.653774      0.64219    0.0852977 









   0.0213733        59680  2.87007e-05   -0.0444375      7.09735     0.647454     0.642972    0.0844732 









   0.0213845        59709  2.92106e-05   -0.0347622      7.10651     0.656239     0.650774    0.0856193 









   0.0213861        60038   2.9168e-05   -0.0376062      7.12805     0.654927     0.652373    0.0854483 









   0.0217725        61035  2.87412e-05   -0.0502843      7.05956     0.670557     0.661318    0.0874875 









   0.0217767        60717  2.93125e-05   -0.0493127      7.12033     0.675841      0.67196    0.0881768 









    0.021413        59532  2.90637e-05   -0.0531496      7.12632     0.661714     0.658642    0.0863337 









   0.0211043        58887   2.8648e-05   -0.0715626      7.09021     0.648269     0.646533    0.0845795 









   0.0208116        58472  3.01855e-05   -0.0829596      7.11382     0.685422      0.68229    0.0894268 









     0.02092        58393   2.9972e-05   -0.0755539      7.04372     0.683702       0.6688    0.0892024 









   0.0211487        59082  2.89811e-05   -0.0625515      7.13535     0.658304      0.65213    0.0858887 









   0.0209225        58705  2.94102e-05   -0.0424089      7.10299     0.656308     0.647444    0.0856284 









   0.0212145        59569  2.97411e-05   -0.0527432      7.09928     0.671083     0.672849    0.0875561 









   0.0210883        59203  3.00227e-05   -0.0454846      7.08283     0.672637     0.670641    0.0877587 









   0.0207949        58342  2.98617e-05   -0.0546509      7.11289     0.661893      0.66028    0.0863571 









   0.0207064        58080  2.96559e-05   -0.0518151      7.13842     0.648444     0.650971    0.0846024 









   0.0209374        58221  3.00596e-05   -0.0610406      7.10395     0.678652     0.661468    0.0885436 









   0.0204193        56849  2.94196e-05   -0.0778594      7.11732     0.654631     0.644063    0.0854096 









   0.0203295        56721  2.89669e-05   -0.0744243      7.12747     0.636524     0.623359    0.0830471 









   0.0200391        56267   2.9658e-05   -0.0497534      7.16249     0.636425     0.628532    0.0830343 









   0.0199031        55765  3.10482e-05   -0.0379153      7.14054     0.654853     0.652228    0.0854385 









   0.0198919        55922  3.04891e-05   -0.0421822      7.14365      0.65171     0.637067    0.0850285 









   0.0205098        56876  3.11744e-05   -0.0170036      7.09987     0.662074     0.653618    0.0863807 









   0.0206532        57578  3.13003e-05   -0.0241981      7.10589     0.675217     0.666914    0.0880954 









   0.0207542        58167  3.10673e-05   -0.0251966      7.11862     0.670585     0.669019    0.0874911 









   0.0203443        57151  3.00532e-05   -0.0289384      7.12072     0.634989     0.637507    0.0828469 









   0.0203276        56936  3.02579e-05   -0.0335152      7.15533     0.665091      0.64347    0.0867743 









   0.0200729        56600  3.12358e-05    -0.022083      7.11638     0.651816     0.655215    0.0850423 









   0.0201444        56489  3.08531e-05   -0.0203012       7.1177     0.662292     0.645479    0.0864091 









   0.0200109        56410  3.19325e-05 -0.000488438        7.105     0.661708     0.654524    0.0863329 









   0.0204646        57657  3.11365e-05  -0.00630227       7.1424     0.657286     0.650251     0.085756 









   0.0199837        56257  3.13014e-05    -0.030072      7.08247     0.654032     0.656104    0.0853314 









   0.0202279        57164  3.05264e-05   -0.0271229       7.0817     0.653844     0.644391    0.0853069 









   0.0202075        56197  3.06564e-05   -0.0282949      7.12393     0.646208     0.643237    0.0843106 









    0.020362        57213  3.18525e-05   -0.0126298      7.15474     0.660712     0.665755     0.086203 









   0.0197233        55352  3.26564e-05  -0.00822778      7.10559     0.658764     0.659403    0.0859488 









    0.019144        53868  3.27612e-05   0.00387002      7.12234     0.651188      0.64435    0.0849603 









   0.0188473        52734  3.25144e-05  -0.00758691      7.11698     0.636113     0.629079    0.0829936 









   0.0189936        52971  3.22745e-05  -0.00444751      7.12951     0.635154     0.627036    0.0828684 









   0.0191147        53541  3.17542e-05   -0.0184527      7.13354     0.646119     0.630462     0.084299 









   0.0188917        52534   3.2972e-05   -0.0189733      7.09209      0.63777     0.643098    0.0832097 









   0.0184348        51705  3.36534e-05  -0.00196522      7.14542     0.636997     0.634175    0.0831089 









   0.0180607        50275  3.41908e-05  -0.00594636      7.10934     0.630346     0.626686    0.0822411 









   0.0184759        51522  3.49625e-05   -0.0153432      7.08802     0.660094     0.658606    0.0861223 









   0.0188775        53125  3.46874e-05   -0.0115401      7.08462     0.664901     0.672304    0.0867495 









   0.0189712        52995   3.3953e-05   -0.0184341       7.1544     0.666804     0.664781    0.0869978 









   0.0188707        52959  3.39805e-05   -0.0165455      7.14272     0.665605     0.664893    0.0868414 









   0.0186994        52399   3.4069e-05   -0.0207137      7.11606     0.666844     0.658352     0.087003 









   0.0188806        52892  3.25469e-05   -0.0322167      7.13377     0.647544     0.640186    0.0844849 









   0.0196669        54699  3.21921e-05   -0.0433665      7.11493     0.657451     0.659908    0.0857775 









   0.0194992        54470  3.26933e-05   -0.0497347      7.11566     0.668083     0.672683    0.0871646 









   0.0200991        56249  3.21797e-05   -0.0510452      7.10079     0.681164      0.67723    0.0888714 









   0.0202352        56497  3.12469e-05   -0.0569082      7.14087     0.672851     0.668934    0.0877867 









   0.0197638        55362  3.21443e-05    -0.037845      7.11127     0.667859     0.665398    0.0871355 









   0.0194578        54359  3.16123e-05   -0.0368145      7.10878     0.643942       0.6423    0.0840149 









   0.0191203        53780  3.19995e-05      -0.0209      7.11266     0.639548     0.637622    0.0834417 









   0.0179056        50213  3.39208e-05     -0.01109      7.12573     0.629374     0.623989    0.0821143 









   0.0187518        52562   3.3318e-05   -0.0107072      7.14116     0.648018     0.644469    0.0845468 









    0.018784        52622  3.34453e-05   -0.0186001      7.11864     0.651417     0.639543    0.0849903 









   0.0187697        52547  3.56022e-05   -0.0190013      7.10194     0.679587     0.688119    0.0886656 









   0.0189005        52916  3.53069e-05   -0.0102067       7.1171     0.694249     0.682718    0.0905785 









   0.0189976        53032  3.36855e-05   -0.0176033      7.09106     0.659122     0.660176    0.0859955 









   0.0194961        54277   3.2737e-05  -0.00726661      7.15161     0.659249     0.648043    0.0860121 









   0.0189149        53327  3.30587e-05   0.00961727      7.10592     0.637684     0.636538    0.0831986 









   0.0189528        53358  3.30042e-05    0.0133305       7.1516     0.643149     0.633672    0.0839116 









   0.0186203        52146  3.36404e-05      0.01911      7.12234     0.626528     0.631806     0.081743 









   0.0186528        52538   3.3748e-05    0.0186396      7.10607     0.636977     0.639275    0.0831063 









   0.0187617        52446  3.36962e-05   0.00357334      7.13581     0.651295     0.642016    0.0849743 









   0.0187651        52963  3.48892e-05  -0.00627864      7.10265     0.680604     0.673296    0.0887983 









   0.0185822        51897  3.55296e-05   -0.0310497      7.09741     0.687652     0.686931    0.0897178 









    0.018167        51324  3.51291e-05   -0.0401878      7.09905     0.670673     0.672865    0.0875026 









   0.0179256        50231  3.37369e-05   -0.0541421      7.14698     0.651563     0.642378    0.0850092 









   0.0182543        51207  3.36728e-05    -0.061626       7.1183     0.665935      0.65398    0.0868845 









   0.0180717        50826  3.38737e-05   -0.0738319      7.12091     0.657743     0.659662    0.0858156 









   0.0179428        50517   3.3637e-05   -0.0736273      7.09888     0.651653     0.652289    0.0850211 









   0.0178515        49854  3.29283e-05    -0.100987      7.09496     0.651471     0.641176    0.0849973 









    0.018011        50526  3.35474e-05   -0.0901423      7.08024     0.658693     0.659356    0.0859396 









   0.0181373        50632  3.25824e-05   -0.0836842      7.11921     0.643807     0.636334    0.0839974 









   0.0187239        51912  3.15504e-05   -0.0816873      7.15612        0.633     0.628968    0.0825873 









   0.0193974        54272  3.07729e-05    -0.062871       7.1583     0.642728     0.633384    0.0838566 









   0.0196134        54994  3.04263e-05   -0.0762477      7.09832     0.655471     0.640168    0.0855191 









   0.0189997        53474  3.13351e-05   -0.0614049      7.13319     0.639847     0.637243    0.0834807 









   0.0186861        52581  3.32913e-05   -0.0640379      7.13355     0.667739     0.665357    0.0871198 









   0.0188323        52773  3.27784e-05   -0.0701436      7.10799     0.671182     0.662823     0.087569 









   0.0184892        51857  3.37121e-05   -0.0534309      7.08551     0.674781      0.65945    0.0880386 









   0.0185922        52123   3.2951e-05   -0.0777485       7.1281     0.669961     0.658732    0.0874096 









   0.0185826        51922   3.3749e-05   -0.0694948      7.08037     0.663083      0.66602    0.0865123 









   0.0186532        52556  3.38169e-05    -0.072631      7.10459     0.679091     0.679486    0.0886009 









    0.018906        52555  3.29889e-05    -0.067562      7.10558     0.667472     0.659748    0.0870849 









   0.0190914        53765  3.33503e-05   -0.0729116      7.08887      0.68644     0.687022    0.0895596 









   0.0186384        52702   3.3453e-05   -0.0817836      7.14516     0.673417       0.6826    0.0878606 









   0.0184015        51607  3.28644e-05   -0.0937738      7.11049     0.669605     0.661391    0.0873632 









   0.0187098        52432  3.23046e-05    -0.115783      7.05197     0.684752     0.674402    0.0893395 









   0.0186716        52372  3.12628e-05    -0.131343      7.08185      0.66341     0.652556     0.086555 









   0.0188486        53224    3.083e-05    -0.148347      7.13583     0.667775     0.665053    0.0871245 









   0.0189096        52373  2.99895e-05    -0.147828      7.11457     0.651805     0.636962    0.0850409 









   0.0194494        54479    3.087e-05    -0.124943      7.11113     0.670443     0.670042    0.0874726 









   0.0195837        54797  3.00773e-05    -0.140239       7.1139     0.671224     0.659615    0.0875745 









   0.0200239        55970  2.95909e-05    -0.138435      7.09842      0.66631     0.661892    0.0869334 









   0.0198755        55485  2.87039e-05     -0.14463      7.08804     0.650782     0.644086    0.0849074 









   0.0193445        54218  2.93887e-05    -0.141925      7.13893     0.647493     0.645854    0.0844783 









   0.0194447        53859  3.04498e-05    -0.131263      7.09134     0.661543      0.65526    0.0863114 









   0.0194755        54927  3.13624e-05    -0.112459       7.0986     0.673333     0.674736    0.0878496 









   0.0194463        54663  3.03095e-05    -0.124828      7.11336     0.662954     0.655232    0.0864954 









   0.0192715        54203  2.91275e-05    -0.144561      7.11483     0.643623     0.633911    0.0839734 









   0.0197518        54711   2.9962e-05    -0.137981      7.09648      0.66276     0.656861    0.0864701 









   0.0194152        54530  3.01529e-05    -0.143175      7.10143     0.668654     0.660083    0.0872391 









   0.0190719        53408  3.12284e-05    -0.135543      7.10717     0.675457     0.670593    0.0881267 









   0.0188652        52905  3.07392e-05     -0.11396      7.12571     0.646764     0.641181    0.0843832 









   0.0183787        51874  3.12187e-05    -0.112213      7.16819      0.64453      0.64381    0.0840917 









   0.0183837        51402  3.29526e-05   -0.0962172       7.0914     0.668605     0.657182    0.0872328 









   0.0186636        52177   3.2373e-05    -0.111485       7.1018      0.67421     0.666937     0.087964 









   0.0188146        52489  3.10118e-05    -0.122851      7.11221      0.65896     0.644845    0.0859744 









   0.0192037        53496  3.05418e-05    -0.124957       7.0965     0.652805     0.649713    0.0851714 









    0.018788        52472  3.07839e-05    -0.110772      7.10665     0.648513     0.637995    0.0846114 









   0.0189324        52813  3.02799e-05    -0.108045      7.13908     0.641903     0.631856     0.083749 









   0.0186171        52834  3.18955e-05   -0.0791238      7.12497     0.646934     0.650544    0.0844054 









   0.0182485        51013  3.36845e-05   -0.0535188      7.12527     0.652808     0.647761    0.0851718 









   0.0186586        52029  3.26707e-05   -0.0720915      7.10557     0.662401     0.646421    0.0864233 









   0.0187283        52339  3.20815e-05   -0.0708693      7.11791     0.653669      0.64326    0.0852841 









   0.0185487        52146  3.13351e-05   -0.0727691      7.13393     0.631474     0.627574    0.0823882 









    0.018643        52417  3.07258e-05   -0.0806186      7.12652     0.637519     0.623879     0.083177 









   0.0192412        54322   3.0579e-05   -0.0830248       7.1249     0.645451     0.641646    0.0842118 









   0.0192577        53778  3.01588e-05   -0.0958316       7.1208     0.631833     0.633137    0.0824351 









   0.0189286        53090   3.1346e-05   -0.0750695      7.12302     0.648609     0.639223    0.0846238 









   0.0189859        53275  3.07722e-05   -0.0727033      7.10587     0.638005     0.628197    0.0832404 









   0.0186757        52148  3.18118e-05   -0.0667625      7.10267     0.641843     0.635614    0.0837411 









   0.0189096        53109  3.14458e-05   -0.0514372       7.1471     0.635422     0.631304    0.0829034 









   0.0193296        54079  3.13762e-05   -0.0768372       7.0701     0.655972     0.652669    0.0855846 









    0.019658        54999   3.1789e-05   -0.0767766       7.1541     0.673776       0.6716    0.0879074 









   0.0195803        54670  3.15509e-05   -0.0952639      7.09735     0.673406     0.671085    0.0878591 









   0.0194887        54631  3.18329e-05   -0.0864254      7.09865      0.67202     0.674881    0.0876783 









    0.018991        53161  3.22957e-05   -0.0549986      7.11598     0.651277     0.650319     0.084972 









   0.0187516        52748  3.17951e-05   -0.0542636      7.10904     0.654899     0.633736    0.0854445 









   0.0187642        52702  3.21174e-05   -0.0482111      7.10003     0.652803     0.640008     0.085171 









   0.0190611        53182  3.28609e-05   -0.0486516      7.14338     0.658188     0.660059    0.0858737 









   0.0190268        53370  3.18153e-05   -0.0459935      7.11936     0.646797     0.645865    0.0843874 









   0.0188226        52945  3.21929e-05   -0.0436944      7.12933     0.634107     0.638887    0.0827318 









   0.0187248        52558  3.37513e-05   -0.0415698       7.1039     0.673649     0.668936    0.0878908 









   0.0182745        50950  3.41999e-05   -0.0321076      7.12796     0.655777     0.651372     0.085559 









   0.0179337        50387  3.45669e-05    -0.028944      7.10483     0.666395     0.648218    0.0869444 









   0.0180449        50545  3.37668e-05   -0.0385847      7.15515     0.642719     0.638471    0.0838555 









   0.0183627        51375  3.57452e-05    -0.010072       7.1163     0.676916     0.675872    0.0883171 









   0.0191085        53135  3.33208e-05   -0.0400108      7.13528      0.66763     0.665404    0.0871056 









   0.0187334        52588  3.34127e-05   -0.0336142      7.12321     0.664837     0.658436    0.0867412 









   0.0190207        53437  3.26768e-05   -0.0483763      7.11049     0.658297     0.657767    0.0858879 









   0.0181643        51188  3.34426e-05   -0.0081303      7.14026     0.638171      0.62862     0.083262 









   0.0182519        51164   3.2385e-05   -0.0241238      7.13793     0.623398     0.614017    0.0813346 









   0.0185437        52474  3.24543e-05   -0.0221614      7.13292     0.633757     0.627835    0.0826862 









   0.0189707        53326  3.31495e-05   -0.0213425      7.13987     0.646245     0.652714    0.0843154 









   0.0194902        54498  3.28929e-05   -0.0297268      7.07386     0.661103     0.665745    0.0862539 









   0.0197252        54946  3.30366e-05   -0.0281258      7.10575     0.671365     0.672749    0.0875929 









   0.0193563        54402  3.14385e-05   -0.0269137      7.11283     0.642863     0.638921    0.0838742 









   0.0197363        55334  3.22717e-05   -0.0276595       7.1291     0.659846     0.661645      0.08609 









   0.0203821        56861  3.11652e-05   -0.0272113       7.1117     0.662844      0.65647    0.0864811 









   0.0202347        56519   3.0629e-05   -0.0177146      7.15212     0.637819      0.63687    0.0832161 









   0.0201216        55937  3.10959e-05   -0.0357309      7.13534      0.63974     0.646238    0.0834667 









   0.0204887        57430  3.02399e-05   -0.0538159      7.11443     0.655265     0.655734    0.0854923 









    0.020571        57717  3.06729e-05   -0.0656646      7.06637     0.677552     0.674871    0.0884001 









   0.0205114        57641  2.85341e-05   -0.0669059      7.13712     0.643215     0.627317    0.0839201 









    0.020373        56953  2.84828e-05   -0.0625093      7.13912     0.639111     0.620178    0.0833847 









   0.0210917        59146   2.8943e-05   -0.0651035      7.16127     0.649997     0.651234     0.084805 









   0.0207377        58280  2.82948e-05   -0.0901814      7.13075      0.64278     0.639765    0.0838634 









   0.0208561        58396  2.85586e-05   -0.0657599      7.12739     0.647867     0.640101    0.0845271 









   0.0213269        59548  2.79196e-05   -0.0666069      7.16492     0.639329     0.631185    0.0834131 









   0.0211987        59388  2.89493e-05   -0.0668947      7.09122     0.667028     0.653576    0.0870271 









   0.0212783        59443  2.87708e-05    -0.047478       7.1284     0.649481     0.645622    0.0847376 









   0.0213878        60162  2.97311e-05   -0.0512004      7.09923     0.670816     0.672556    0.0875212 









   0.0209395        58557  2.94682e-05   -0.0696447      7.12795     0.662669     0.658191    0.0864583 









   0.0210349        58679  2.95146e-05   -0.0639834      7.10729     0.669431     0.660296    0.0873405 









    0.021278        59710  2.84815e-05   -0.0644043      7.08005     0.652763     0.645466    0.0851658 









   0.0211569        58885  2.90062e-05   -0.0627473      7.12988     0.649772      0.65378    0.0847756 









   0.0211188        59174  2.91597e-05   -0.0371244      7.09848      0.64264     0.643339    0.0838452 









   0.0207752        58354  2.91477e-05   -0.0325063      7.16193     0.637977     0.633224    0.0832367 









   0.0208846        58316  3.01275e-05   -0.0413667      7.12212      0.66312     0.657843    0.0865171 









    0.020758        58171  2.98982e-05   -0.0247035      7.11677     0.652911     0.642989    0.0851852 









   0.0214193        60085  2.97595e-05   -0.0228064      7.10626     0.651719     0.660209    0.0850297 









   0.0209364        59227  2.99469e-05   -0.0237633      7.11048     0.658098     0.661693     0.085862 









   0.0205462        57763  3.15121e-05  -0.00729178      7.12492     0.669355     0.673113    0.0873306 









   0.0205395        57423  3.10069e-05   -0.0185874      7.11124     0.648326     0.655666    0.0845869 









   0.0202381        56747  2.96162e-05   -0.0300767      7.16592     0.630212     0.625922    0.0822237 









   0.0199822        56053  3.13641e-05   -0.0161301      7.11882      0.65799     0.647861    0.0858478 









   0.0195618        54884  3.18639e-05    -0.017864      7.12298     0.657569     0.647062    0.0857929 









   0.0194554        54581    3.275e-05    -0.018815      7.08618       0.6628     0.657309    0.0864753 









   0.0196631        55548     3.28e-05   -0.0189713      7.13085     0.670274      0.67299    0.0874505 









   0.0195741        54970  3.19396e-05   -0.0152325      7.09853     0.637589     0.646572    0.0831861 









   0.0193763        54484  3.15505e-05   -0.0264485      7.09317     0.653066     0.642228    0.0852053 









   0.0192069        54048  3.23884e-05   -0.0237825      7.11703     0.641176     0.642858    0.0836541 









   0.0192277        53344  3.27675e-05  0.000276639      7.14139     0.638961     0.633801    0.0833652 









   0.0190851        53529  3.25115e-05   -0.0120475      7.11345      0.65079     0.642098    0.0849085 









   0.0191156        53208  3.36711e-05   -0.0118176      7.12864     0.655574     0.656317    0.0855327 









   0.0186355        52411  3.32101e-05   -0.0216595      7.13241     0.648521     0.643032    0.0846124 









   0.0189251        52880  3.28848e-05   -0.0193002      7.09139     0.648719     0.641288    0.0846383 









   0.0192619        54357  3.20666e-05  -0.00390501      7.13455     0.641845     0.631152    0.0837414 









   0.0193703        54636  3.19659e-05   0.00869967      7.12676     0.639086     0.640555    0.0833814 









   0.0193785        54420  3.17433e-05  -0.00887004      7.13456     0.634457     0.628753    0.0827774 









   0.0195641        54507   3.2027e-05    0.0118611      7.13338      0.62942     0.630201    0.0821204 









