          Pi       NnzSnp      SigmaSq            S       ResVar       GenVar     SigmaSqG          hsq 
  0.00869952        24318  0.000271627    -0.150365      6.59097      1.58571      2.43201     0.206887 









  0.00533315        15029  9.54225e-05    -0.325332      7.16555     0.655502     0.665756    0.0855232 









  0.00540519        15045  8.47329e-05    -0.332263      7.16859      0.60354     0.602289    0.0787438 















   0.0191803        53753  3.06082e-05    -0.150405      7.09954     0.673732     0.665904    0.0879017 









   0.0194407        54705  3.05621e-05    -0.138306      7.10548     0.675256     0.671675    0.0881006 









   0.0193473        54466  3.10248e-05    -0.148359      7.05215     0.682041     0.683381    0.0889857 









    0.019456        54387  3.15002e-05   -0.0983879      7.10496     0.673056     0.670374    0.0878135 









   0.0193551        54049   3.0797e-05     -0.10664       7.1016     0.663508     0.651675    0.0865677 









   0.0190327        53131  3.13755e-05   -0.0774649      7.07118     0.651801      0.64021    0.0850403 









   0.0194943        54439  3.04344e-05   -0.0672135      7.08621     0.644504      0.63562    0.0840883 









   0.0201763        56236  3.16811e-05   -0.0662286      7.12459     0.673129     0.679897    0.0878231 









   0.0196777        55336  3.12623e-05   -0.0661927      7.12963     0.661382     0.657442    0.0862903 









   0.0195679        54848  3.08431e-05   -0.0665945      7.14685     0.654104      0.64587    0.0853408 









   0.0192854        53976  3.14753e-05   -0.0669629      7.12507     0.654224     0.647364    0.0853565 









   0.0192917        53957  3.05586e-05   -0.0746886      7.11054     0.656018     0.630076    0.0855906 









   0.0191447        53879   3.0893e-05   -0.0667471      7.15964     0.643744     0.636145    0.0839891 









   0.0192124        53775  3.12167e-05    -0.057628      7.15518     0.644683     0.635624    0.0841116 









   0.0194147        54306  3.14548e-05   -0.0804001      7.14025     0.655512     0.657164    0.0855245 









   0.0190159        52689  3.14157e-05   -0.0716992      7.11548     0.654705     0.634715    0.0854192 









   0.0189018        53067  3.14386e-05   -0.0418374      7.12332     0.630412     0.627495    0.0822497 









   0.0198182        55489  3.20705e-05   -0.0303911      7.13859      0.66325     0.656893    0.0865341 









   0.0193596        54268  3.26857e-05   -0.0270671      7.14105     0.665533      0.66016    0.0868319 









   0.0196544        55121  3.18179e-05   -0.0263368      7.11017     0.655873     0.650191    0.0855716 









   0.0194218        54819  3.24251e-05   -0.0166332      7.08228     0.661247     0.662605    0.0862728 









   0.0191472        53822  3.19547e-05   -0.0349533      7.08928     0.656553     0.641845    0.0856604 









   0.0192844        54056  3.21143e-05   -0.0328005      7.16337     0.644911     0.646193    0.0841414 









   0.0190431        53230  3.31202e-05  -0.00769135      7.14011     0.635751     0.644421    0.0829463 









   0.0190717        53258  3.33511e-05   0.00736516      7.11969     0.646497     0.643475    0.0843484 









   0.0190104        53295  3.45864e-05    0.0307065      7.11943     0.664661      0.65691    0.0867181 









   0.0193206        53979  3.45796e-05    0.0350035      7.11788     0.667777     0.659061    0.0871247 









   0.0188519        53237  3.40052e-05    0.0306328      7.14359     0.651357       0.6356    0.0849825 









   0.0186245        52299  3.42406e-05    0.0428899      7.10074     0.646538     0.635374    0.0843537 









   0.0187246        52124   3.4105e-05    0.0323957      7.12317     0.649619     0.631714    0.0847556 









   0.0180443        50968   3.5825e-05    0.0117907       7.1351     0.667246     0.661009    0.0870554 









   0.0182019        50768  3.47076e-05   0.00891139      7.10525     0.637976     0.635028    0.0832367 









   0.0184395        51494  3.44127e-05    0.0183655      7.11149     0.637187     0.638362    0.0831337 









   0.0180098        51208  3.53064e-05    0.0109893       7.1086     0.654012      0.65631    0.0853288 









    0.018048        50423  3.57442e-05   0.00304108      7.06689     0.667996     0.653398    0.0871533 









   0.0173332        48885  3.56404e-05   -0.0122876      7.13552     0.639397     0.648836     0.083422 









   0.0181345        50584  3.48343e-05  -0.00221276      7.14563     0.652696     0.642756    0.0851571 









   0.0179602        50358  3.65472e-05    0.0118457       7.1194       0.6659     0.660055    0.0868799 









   0.0177268        49588  3.53948e-05    0.0252596      7.13248     0.635815     0.633956    0.0829547 









   0.0176887        49309  3.46012e-05    0.0138135      7.18535     0.629042     0.617242     0.082071 









   0.0175513        49186  3.70002e-05    0.0287076      7.13646     0.650857     0.644535    0.0849172 









   0.0172538        48019   3.7667e-05    0.0544932      7.12841     0.644754     0.628298     0.084121 









   0.0176727        49530   3.7772e-05    0.0255581       7.1407      0.66493      0.66992    0.0867533 









   0.0173465        48384  3.64957e-05  -0.00822463      7.08313     0.635105     0.645415     0.082862 









   0.0171517        48175  3.66363e-05   0.00239313       7.1262     0.645328     0.641521    0.0841958 









   0.0171056        47985  3.56139e-05    0.0094926      7.14329     0.630342     0.616981    0.0822407 









   0.0173082        48646  3.55358e-05    0.0161143      7.13099     0.619354     0.621249     0.080807 









   0.0180956        50724  3.62262e-05    0.0207209       7.1065     0.656951     0.664391    0.0857123 









   0.0177997        49783  3.55024e-05    0.0243057      7.16624     0.645303     0.630551    0.0841925 









   0.0180201        50305  3.45054e-05    0.0245887      7.10671     0.630483     0.621825     0.082259 









   0.0180658        50439   3.5663e-05    0.0324877      7.17276     0.638121     0.643859    0.0832556 









    0.018328        51174  3.65242e-05    0.0587064      7.12995      0.65198     0.652741    0.0850637 









   0.0180697        50990  3.73836e-05    0.0604408       7.1511     0.654371     0.666498    0.0853756 









   0.0179187        50006   3.6011e-05     0.044582      7.11697     0.642142     0.637532    0.0837801 









   0.0181992        51151  3.61642e-05    0.0273665      7.15327     0.662225     0.660922    0.0864003 









   0.0174194        49135  3.69445e-05    0.0138712      7.12934     0.653056     0.654763    0.0852041 









   0.0170708        47511  3.57712e-05    0.0250319       7.1529     0.616336      0.60819    0.0804132 









   0.0168663        47431   3.5999e-05     0.026393      7.17793      0.61455     0.614649    0.0801803 









   0.0169418        47293  3.58202e-05    0.0223533      7.14117     0.624329     0.606653    0.0814561 









   0.0171435        48123  3.77604e-05    0.0285225       7.1435     0.643941     0.649368    0.0840149 









   0.0173675        48156  3.85163e-05   0.00623883      7.11624     0.658537     0.673896    0.0859191 









    0.017218        48321  3.81396e-05    0.0300037      7.14364     0.662555     0.659019    0.0864434 









   0.0171402        47958  3.78016e-05    0.0304937      7.11959     0.644794      0.64821    0.0841261 









   0.0169357        47474  3.72685e-05    0.0375839      7.12733     0.632019     0.626258    0.0824594 









   0.0171404        47867  3.72025e-05    0.0404789      7.10555     0.632743     0.633834    0.0825538 









   0.0174425        48639  3.87509e-05     0.047734      7.12315     0.657967     0.664085    0.0858449 









   0.0175873        49575  3.83817e-05     0.022263      7.11977     0.674315     0.682824    0.0879777 









   0.0173836        48736  3.87666e-05  -0.00357666      7.08959     0.679683     0.689505    0.0886781 









   0.0171573        48115  3.85161e-05   -0.0221226      7.12331     0.684144     0.678117    0.0892601 









   0.0171657        48006  3.79171e-05   -0.0257518      7.14311      0.67711     0.673854    0.0883423 









   0.0172194        48150  3.80246e-05    0.0096053      7.12219     0.666464     0.662361    0.0869534 









   0.0175521        49024  3.74013e-05  -0.00391894      7.14733     0.672735     0.668738    0.0877716 









   0.0176317        49434   3.5723e-05   -0.0107208      7.13838     0.649117     0.643923    0.0846902 









   0.0174925        49063  3.59719e-05   -0.0222213      7.11969     0.654901     0.651917    0.0854448 









   0.0171388        48124  3.76244e-05   0.00197622       7.1003     0.655192      0.65681    0.0854828 









   0.0166867        46867  3.80924e-05    0.0147739      7.14477     0.634128     0.643524    0.0827345 









   0.0167604        46714  3.68195e-05       -0.007      7.14968     0.624554     0.628905    0.0814855 









   0.0170899        48554  3.68381e-05    0.0323932      7.15363     0.645751     0.638858     0.084251 









    0.016945        47539  3.62736e-05    0.0248211       7.1392     0.623861     0.615864     0.081395 









   0.0172721        48546  3.68235e-05    0.0261072       7.1108     0.648094     0.644373    0.0845567 









    0.017319        48507  3.67575e-05    0.0228438      7.12542     0.646627      0.64431    0.0843653 









   0.0180373        50774   3.6671e-05    0.0456039      7.12819     0.659171     0.650898     0.086002 









    0.017952        50358  3.87683e-05    0.0419385      7.12251     0.680192     0.689539    0.0887446 









   0.0174016        48724  3.74501e-05    0.0324137      7.11838      0.65678     0.645645    0.0856899 









   0.0178054        49900  3.73985e-05    0.0151994      7.09845     0.671478     0.666814    0.0876076 









   0.0181625        50548  3.68069e-05    0.0153037      7.12371      0.67395      0.67065    0.0879301 









   0.0178741        50248  3.64001e-05    0.0247212      7.12138     0.653354      0.65379     0.085243 









   0.0179201        50082  3.64451e-05    0.0358127      7.13558     0.657134     0.647567    0.0857361 









   0.0175627        49237  3.47007e-05    0.0454914      7.18093     0.622135     0.602372    0.0811698 









   0.0176751        49261  3.76356e-05    0.0503074      7.14481     0.634772     0.647661    0.0828186 









   0.0174607        49043  3.75016e-05     0.038784      7.14258     0.650163     0.650321    0.0848266 









     0.01746        49054  3.75012e-05     0.050369      7.15639     0.645094     0.645514    0.0841652 









   0.0174691        48416  3.81617e-05    0.0234598      7.11629     0.660154     0.663125    0.0861301 









   0.0171052        47890  3.80251e-05    0.0182529      7.09789     0.663571     0.654459     0.086576 









   0.0178237        49788  3.65897e-05  0.000998693      7.12517     0.658817     0.661034    0.0859558 









   0.0171756        48405   3.5518e-05   -0.0166915      7.15756     0.642422     0.634772    0.0838167 









   0.0174397        48676  3.57486e-05   -0.0175805      7.14961     0.643616      0.63936    0.0839725 









   0.0176235        49598  3.52831e-05   -0.0113449      7.11476     0.646043     0.644621    0.0842891 









   0.0178914        49919  3.53825e-05   -0.0203459      7.11581     0.652727     0.651225    0.0851611 









   0.0171485        48380   3.6449e-05   -0.0115091      7.11915     0.650805     0.646383    0.0849104 









   0.0170209        47526   3.6743e-05 -0.000136688      7.15121     0.644565     0.634957    0.0840963 









   0.0169132        47322  3.70981e-05   -0.0097897      7.16013     0.639915     0.644457    0.0834896 









   0.0176001        49037   3.6351e-05   -0.0168696      7.10502     0.662504     0.660798    0.0864368 









   0.0175814        49257  3.59221e-05   -0.0106414      7.10188     0.658309     0.653582    0.0858895 









   0.0177556        49607  3.55095e-05  -0.00964751        7.117     0.652632     0.644479    0.0851488 









   0.0182202        51044   3.5246e-05   -0.0185411      7.13025     0.663791      0.66135    0.0866047 









    0.018011        50357  3.43222e-05   -0.0173239      7.12893       0.6405      0.63816     0.083566 









   0.0173726        48498  3.52784e-05   -0.0298884      7.15485     0.638681     0.640299    0.0833286 









   0.0177197        49490  3.60438e-05   -0.0170484      7.13672      0.65977     0.655185      0.08608 









   0.0179309        50051   3.6034e-05  -0.00266288      7.13145     0.658888     0.655603     0.085965 









   0.0177213        49686  3.54202e-05  -0.00644508      7.12886     0.649863     0.643896    0.0847875 









   0.0174603        48725  3.66234e-05  -0.00606104      7.13503     0.655877     0.653634    0.0855721 









   0.0174055        48608  3.67118e-05   -0.0339104      7.12023     0.667052     0.663886    0.0870301 









   0.0175108        49524  3.57401e-05    -0.016573      7.13124     0.657808     0.646892    0.0858241 









   0.0171977        48442  3.52383e-05   0.00582134      7.14172     0.622718     0.616808    0.0812459 









   0.0173902        48895  3.54306e-05    0.0337432      7.16372     0.625812     0.620964    0.0816495 









   0.0179279        50420  3.60971e-05    0.0379144      7.15127     0.643473     0.646625    0.0839538 









   0.0187133        51986  3.67012e-05    0.0611397      7.08666     0.666307     0.666484     0.086933 









   0.0181858        50719  3.58221e-05    0.0660854      7.12526     0.647981     0.634953    0.0845419 









   0.0185748        51718  3.54491e-05    0.0337792       7.1306     0.659636     0.651974    0.0860626 









   0.0185915        52218  3.48329e-05     0.033059      7.09823     0.644427     0.644762    0.0840782 









   0.0186892        52671  3.37941e-05    0.0144251      7.11334     0.650279     0.632998    0.0848418 









   0.0187155        52244  3.34447e-05  -0.00999157      7.12394     0.643619     0.643081    0.0839728 









   0.0186185        51950  3.36611e-05   -0.0393823       7.1037     0.658495     0.654124    0.0859137 









   0.0186523        52083    3.298e-05   -0.0413374      7.10224     0.655886     0.648111    0.0855733 









   0.0188585        52775  3.35266e-05   -0.0326208      7.15838     0.646935     0.657573    0.0844055 









   0.0189871        53325  3.39656e-05   -0.0314798      7.10225     0.671986     0.676229    0.0876739 









   0.0186165        52584  3.37686e-05    -0.043501      7.09718     0.677413     0.667133    0.0883819 









   0.0187504        52724  3.29645e-05   -0.0491007      7.12925     0.656235     0.655558    0.0856188 









   0.0185948        51807  3.36512e-05   -0.0370746      7.10441     0.660366     0.647876    0.0861578 









   0.0181297        51078  3.44421e-05   -0.0268489      7.11923     0.664168     0.650666    0.0866539 









    0.018234        51288   3.4012e-05   -0.0228965      7.13996      0.65532     0.646232    0.0854995 









   0.0183261        51133  3.37768e-05   -0.0352869      7.12739     0.639734      0.64021     0.083466 









   0.0180732        50998  3.49283e-05  -0.00381138      7.12812      0.66023     0.645566    0.0861401 









   0.0177457        49713  3.48306e-05    -0.010358      7.12824     0.652437     0.639341    0.0851233 









   0.0174515        49039  3.73038e-05   0.00190592      7.14603     0.651581     0.661098    0.0850116 









   0.0179923        50370  3.49584e-05 -7.77162e-05      7.15147     0.645103      0.64139    0.0841665 









   0.0176881        49527  3.59616e-05    0.0468213      7.12984     0.631176     0.629587    0.0823494 









   0.0176208        49545  3.61318e-05    0.0465522      7.12958     0.644982     0.636734    0.0841507 









    0.017704        49686  3.43771e-05     0.061718      7.17725     0.600488     0.599252    0.0783456 









   0.0176806        49795  3.57713e-05    0.0568981       7.1794     0.638202     0.628729    0.0832661 









   0.0176669        49711  3.60816e-05    0.0816732      7.15963     0.634297     0.618316    0.0827565 









   0.0172232        48509  3.62678e-05    0.0832477      7.17602     0.616854     0.605956    0.0804808 









   0.0172984        48678  3.72066e-05     0.090364      7.10761     0.632589     0.619078    0.0825338 









   0.0170501        47786  3.78582e-05    0.0827583      7.15873     0.633003     0.623634    0.0825878 









   0.0171973        48057  3.83627e-05    0.0879409      7.12701     0.644747     0.635651      0.08412 









    0.017796        49730  3.75403e-05    0.0686319      7.12325     0.658632      0.64632    0.0859316 









   0.0173936        48872  3.70375e-05    0.0572861      7.13458     0.631624     0.636216    0.0824079 









   0.0178844        49963  3.67945e-05    0.0651283      7.12675     0.640016     0.638006    0.0835027 









   0.0182546        51242  3.60045e-05    0.0670367      7.12501     0.637254     0.641233    0.0831424 









   0.0180737        50766  3.73302e-05     0.088718      7.15786     0.659031     0.654116    0.0859837 









   0.0180872        50724  3.66617e-05     0.104929      7.12562     0.638264     0.630882    0.0832742 









   0.0184834        51820  3.54206e-05     0.116092      7.15679     0.621605      0.62307    0.0811007 









   0.0183219        51378  3.51531e-05     0.103857      7.17748     0.615234     0.612262    0.0802694 









   0.0180571        50789  3.60488e-05    0.0749459      7.14135     0.635988     0.634789    0.0829772 









   0.0177698        50125  3.68991e-05    0.0714539      7.12473     0.636632     0.641149    0.0830613 









   0.0185068        52100    3.445e-05    0.0615956      7.12623     0.629894     0.629705    0.0821822 









   0.0188072        52891  3.44159e-05    0.0540725      7.10622     0.636806     0.643133    0.0830839 









   0.0181536        50740  3.43611e-05    0.0499923      7.15963     0.620685      0.61839    0.0809806 









   0.0187204        52270  3.44922e-05    0.0612956      7.14433     0.630349     0.629032    0.0822416 









   0.0190681        53572  3.39995e-05    0.0431916      7.12015     0.643548     0.645621    0.0839635 









   0.0185476        52383  3.38388e-05    0.0468145      7.17835     0.618039     0.623947    0.0806354 









   0.0188351        52659  3.38407e-05     0.051145      7.13372      0.63117     0.628049    0.0823487 









   0.0187989        52643  3.33437e-05    0.0545541      7.14653     0.621883     0.623897     0.081137 









   0.0195421        54073  3.34486e-05    0.0595801      7.14233     0.638306     0.632066    0.0832796 









   0.0193122        54011  3.33997e-05    0.0416483      7.13536     0.654175     0.641537      0.08535 









   0.0193395        54276  3.40967e-05    0.0366286       7.0721     0.659899     0.660565    0.0860969 









   0.0199063        55809  3.38191e-05    0.0211417      7.07358     0.678835     0.676586    0.0885675 









    0.020012        56239  3.28143e-05    0.0161252      7.08689     0.666916     0.662133    0.0870123 









   0.0202957        57171  3.28113e-05 -0.000806235      7.12635     0.682963      0.68283    0.0891061 









   0.0203655        57081  3.23351e-05  -0.00406527      7.10569     0.675967     0.673382    0.0881933 









   0.0199117        55420  3.38273e-05    -0.018039      7.09943     0.688433     0.690757    0.0898197 









   0.0200088        55936  3.34141e-05   -0.0272867      7.12403     0.680184     0.692953    0.0887435 









   0.0192219        53804   3.2682e-05   -0.0371009      7.13881     0.669843     0.660619    0.0873942 









   0.0188555        53138  3.31552e-05   -0.0141725      7.09856     0.653982     0.648042    0.0853249 









   0.0186175        52277  3.44496e-05  -0.00483383      7.11161      0.66041     0.656418    0.0861635 









     0.01837        51527  3.46668e-05   0.00265774      7.11957     0.664908     0.648008    0.0867504 









   0.0184011        51546   3.2669e-05    -0.021974      7.15053     0.629341     0.624887    0.0821101 









   0.0186187        52415  3.38516e-05   -0.0273286      7.11347     0.654346     0.654876    0.0853723 









   0.0184683        51465  3.28338e-05   -0.0172316      7.14259     0.625259     0.622954    0.0815775 









    0.018775        52158  3.33247e-05   -0.0229895      7.10031     0.645122     0.646018     0.084169 









   0.0189043        53157  3.15405e-05   -0.0507901      7.13329      0.63016     0.632456    0.0822169 









   0.0191523        53488  3.19885e-05   -0.0584807      7.11709     0.651396     0.645675    0.0849875 









   0.0195957        54831  3.18368e-05   -0.0606795       7.1307     0.660663      0.66196    0.0861965 









   0.0198958        55429  3.11771e-05   -0.0633962      7.14537     0.669466     0.656387    0.0873452 









   0.0196566        54662  3.07658e-05    -0.065058      7.13346     0.646558     0.639344    0.0843563 









   0.0198324        55440  3.00813e-05    -0.102936      7.09106     0.670505     0.650679    0.0874807 









    0.020217        56312  3.02541e-05    -0.103549      7.10324     0.673236     0.666595     0.087837 









   0.0210322        58685  2.97841e-05    -0.117199       7.0883     0.698678     0.693761    0.0911563 









   0.0207365        58378  2.84346e-05     -0.11506       7.1167     0.661405      0.65672    0.0862934 









   0.0207569        58235  2.74991e-05    -0.116763      7.11126      0.64264     0.633559    0.0838452 









   0.0206221        57679  2.83499e-05   -0.0968598      7.11937     0.648583     0.639428    0.0846205 









   0.0216242        60407   2.8777e-05   -0.0948714      7.10231     0.672695     0.659752    0.0877664 









   0.0215899        60705  2.88663e-05   -0.0982414      7.10146     0.683945     0.681459    0.0892342 









   0.0213741        59601  2.80155e-05    -0.105522      7.08355     0.668474     0.653776    0.0872157 









   0.0215648        60244  2.79711e-05   -0.0989913       7.0967     0.664228     0.658723    0.0866617 









   0.0212451        59235   2.8187e-05   -0.0946706      7.11791       0.6731      0.65267    0.0878193 









   0.0208133        58191   2.9031e-05   -0.0834801      7.11866     0.661706     0.655972    0.0863326 









   0.0209893        58681  2.90116e-05    -0.106274       7.0932     0.667454     0.670451    0.0870826 









   0.0207804        58381  2.91106e-05   -0.0914096      7.13738     0.671188     0.660885    0.0875698 









   0.0211728        59519  2.88235e-05   -0.0958437      7.09186     0.671137      0.66996    0.0875632 









   0.0207715        58266  2.85846e-05    -0.112032      7.11629     0.660318     0.656356    0.0861516 









    0.020746        57852  2.85815e-05     -0.11065      7.06514     0.658156     0.652529    0.0858695 









   0.0211064        59106   2.8688e-05     -0.11075       7.1546      0.67881      0.66503    0.0885642 









   0.0203898        57281  2.89172e-05   -0.0862326      7.15936     0.647606      0.64198     0.084493 









    0.020184        56718  2.81909e-05   -0.0910082      7.15389     0.634325     0.622476    0.0827603 









   0.0204339        57448  2.76099e-05    -0.103764      7.12504     0.627685     0.621587    0.0818939 









   0.0209746        58956  2.90905e-05   -0.0827092      7.09437     0.669953     0.663139    0.0874086 









   0.0207072        58002  3.02683e-05   -0.0540332       7.1048     0.672221     0.666396    0.0877046 









   0.0211075        59283  2.99244e-05   -0.0577368      7.12159     0.677249     0.673836    0.0883606 









   0.0210897        59339  2.84433e-05    -0.062359      7.16263     0.651727     0.641778    0.0850307 









   0.0206951        57731  2.87245e-05   -0.0474153      7.13802     0.626733     0.627657    0.0817698 









   0.0209321        58735  2.94138e-05   -0.0487077      7.13917     0.648455      0.64918    0.0846037 









   0.0204198        57294  2.99275e-05   -0.0477045      7.10896     0.658869     0.643848    0.0859625 









   0.0203906        57334  2.92855e-05   -0.0527116      7.10394     0.645257     0.634293    0.0841865 









   0.0206231        58175  2.83731e-05    -0.063105      7.14088     0.640816     0.626932    0.0836071 









   0.0203788        57387  2.94238e-05    -0.043036      7.11931     0.642219     0.633711    0.0837901 









   0.0206014        57686  2.99389e-05   -0.0522062      7.11598     0.659178     0.643526    0.0860028 









   0.0205783        57450  2.94359e-05   -0.0434618      7.09595     0.646997     0.637354    0.0844136 









   0.0208092        58248  3.00067e-05    -0.019763      7.13555     0.638077     0.638326    0.0832498 









   0.0207392        58274  2.93331e-05   -0.0164084      7.16212     0.636206     0.629725    0.0830057 









   0.0208964        58562  2.85701e-05   -0.0279333      7.13627     0.624092     0.617794    0.0814251 









   0.0208242        57992  2.98651e-05   -0.0299168       7.1319     0.649725     0.646576    0.0847695 









   0.0203567        57212  3.08398e-05   -0.0274978      7.12547     0.659235     0.652943    0.0860102 









   0.0204828        57612  3.10085e-05   -0.0323841      7.10167     0.664359     0.662974    0.0866788 









   0.0204848        57119  2.99349e-05   -0.0321779      7.10156     0.646072     0.638238    0.0842929 









   0.0205915        57305  3.11058e-05   -0.0278597      7.13698     0.668218     0.661712    0.0871823 









   0.0205714        57371  3.05999e-05   -0.0389634      7.11043     0.660123     0.661584    0.0861261 









   0.0209327        58593  3.10764e-05    -0.018902       7.0946     0.670602     0.673389    0.0874933 









   0.0209927        58432  3.02718e-05   -0.0131066      7.15162     0.655709     0.648462    0.0855502 









   0.0206327        57976  3.08166e-05    -0.020634      7.06656     0.667067     0.657508    0.0870321 









   0.0204796        57598  2.94974e-05   -0.0218818      7.14139     0.636339     0.626398    0.0830231 









    0.019907        55804  3.15636e-05   -0.0346912      7.09271     0.662219     0.654914    0.0863995 









   0.0200265        56089  3.21249e-05   -0.0509074      7.13109     0.676737     0.680832    0.0882937 









    0.019656        54739  3.16687e-05   -0.0585489      7.12613      0.66731     0.659686    0.0870638 









   0.0197788        55248  3.18704e-05     -0.05467      7.11584     0.670612     0.665586    0.0874947 









   0.0193213        54071  3.17335e-05   -0.0538839      7.08662      0.66035     0.650091    0.0861557 









   0.0192429        54013  3.14333e-05   -0.0559618      7.14644      0.64989      0.64373     0.084791 









   0.0193736        54110  3.13543e-05   -0.0355681      7.13167     0.635075     0.635739     0.082858 









   0.0195362        54679  3.10109e-05   -0.0358721      7.15014     0.641283     0.635592     0.083668 









   0.0195473        54782  3.18784e-05   -0.0331961      7.08846     0.651549     0.648844    0.0850075 









   0.0196917        54575   3.2308e-05   -0.0319009       7.1151     0.660413     0.651701     0.086164 









   0.0200038        56315  3.07218e-05   -0.0779946      7.11719     0.679382     0.670987    0.0886388 









   0.0201572        56603  2.98784e-05   -0.0662884      7.11555     0.651036     0.647571    0.0849405 









   0.0201266        56232  3.01378e-05   -0.0533407      7.09497     0.646524     0.640574    0.0843519 









   0.0202229        56411  3.07962e-05   -0.0466989      7.08036     0.656792     0.652975    0.0856916 









   0.0202906        56855    3.132e-05   -0.0480851      7.14163     0.673125     0.670554    0.0878225 









   0.0202689        56575  3.19529e-05   -0.0224824      7.14348     0.667113     0.666231    0.0870381 









   0.0202242        56601  3.28648e-05   -0.0273394      7.11443     0.687967     0.690136    0.0897589 









   0.0202941        56801  3.21983e-05   -0.0437705      7.07462     0.693829     0.683353    0.0905237 









