          Pi       NnzSnp      SigmaSq            S       ResVar       GenVar     SigmaSqG          hsq 
  0.00876489        24580  0.000349058    -0.122048      7.13173      2.02552      2.94805     0.236729 









  0.00539352        15009  0.000121047    -0.279984       7.9642     0.746202     0.772043    0.0872111 









   0.0049558        13977  0.000104435    -0.300148      7.99061     0.649878     0.641248    0.0759533 















   0.0123811        34609  4.29918e-05    -0.321503      7.98631     0.656835      0.65851    0.0767665 









   0.0124953        34979  4.10187e-05    -0.330417      8.02388     0.659187     0.638266    0.0770413 









   0.0127304        35997  4.32314e-05    -0.326394      7.99509     0.708035     0.690873    0.0827503 









   0.0127919        36063  4.33765e-05    -0.311177       7.9764      0.70171      0.68994    0.0820111 









   0.0129056        36460  4.15535e-05    -0.305502      7.92104      0.67583       0.6723    0.0789865 









   0.0128869        36012  3.97972e-05    -0.324741      7.93832     0.650696     0.647842    0.0760489 









   0.0126603        35728  4.17589e-05    -0.329837      7.92924     0.674239      0.66764    0.0788006 









   0.0123402        34709  4.30133e-05    -0.339962       8.0129     0.679381     0.671991    0.0794015 









   0.0124997        35328  4.36044e-05    -0.334277      7.95052     0.703498     0.690628    0.0822202 









   0.0122695        34660  4.21723e-05    -0.371184      7.98055     0.696237      0.68015    0.0813715 









   0.0125607        35448  4.21247e-05      -0.3607      7.91534     0.699931     0.687916    0.0818033 









   0.0118889        33608  4.28739e-05    -0.363443      7.95647     0.675217     0.661522    0.0789149 









   0.0120779        33831  4.42636e-05     -0.36939      7.90049     0.703833     0.693298    0.0822593 









   0.0120672        33945  4.46383e-05    -0.377667      7.96297     0.720291     0.698318    0.0841828 









   0.0120308        33770  4.56108e-05    -0.344545      7.94541     0.717707     0.699612    0.0838808 









   0.0116671        32935  4.26331e-05    -0.337587      8.02911      0.63544     0.630666    0.0742659 









   0.0119582        33490  4.25311e-05    -0.352959      7.96263     0.659445     0.652974    0.0770715 









   0.0117542        33130  4.31217e-05    -0.345452      7.98911     0.663216     0.646281    0.0775123 









   0.0116423        32732  4.29895e-05    -0.316577      7.99339     0.619731     0.619981      0.07243 









   0.0119589        33348  4.54053e-05    -0.321159      7.94658     0.672925     0.670082     0.078647 









   0.0119255        33455  4.51807e-05    -0.307566      7.99169     0.669557     0.663211    0.0782533 









   0.0123049        34440  4.43965e-05    -0.277039      8.00616     0.651232     0.648673    0.0761117 









   0.0123565        34878  4.63467e-05    -0.276836      7.98546     0.691284     0.688251    0.0807926 









   0.0130148        36204  4.59479e-05    -0.243034       7.9128     0.693129     0.691409    0.0810083 









   0.0126709        35942  4.32034e-05    -0.254477      7.98842       0.6487     0.651048    0.0758157 









   0.0123441        34619  4.43964e-05    -0.241868      7.98427     0.645142     0.635394    0.0753999 









   0.0123388        35167  4.50843e-05    -0.236169        7.986     0.653188     0.650131    0.0763403 









   0.0125271        34870  4.76178e-05    -0.219149      8.00616     0.661599     0.672808    0.0773233 









   0.0124718        35068  4.80831e-05    -0.234952      7.97389     0.689655     0.692856    0.0806023 









   0.0125711        35324  4.73257e-05    -0.235969       7.9452      0.69809     0.686483    0.0815881 









   0.0125654        35673  4.82772e-05    -0.227081      7.94635     0.703188     0.701988    0.0821839 









   0.0123041        34740  4.53406e-05    -0.252323      7.92844     0.677371     0.658438    0.0791666 









   0.0126124        35213  4.47973e-05    -0.243724      7.99717     0.654411     0.657721    0.0764832 









   0.0126822        35496  4.64075e-05    -0.231841      7.99514     0.679369     0.673339    0.0794001 









   0.0125258        35279  4.62049e-05    -0.215248      8.03142     0.669797     0.659495    0.0782813 









   0.0122202        34902  4.94912e-05     -0.19141      7.97105     0.681858     0.683973    0.0796909 









   0.0121888        34501  4.79707e-05    -0.203139      7.97838     0.649786     0.656186    0.0759426 









   0.0123444        34672  4.85265e-05    -0.228241      7.94869     0.686962     0.689951    0.0802875 









   0.0125191        35176  4.61142e-05    -0.229976       8.0258     0.671048     0.662145    0.0784276 









    0.012725        35704  4.60762e-05    -0.240726      7.98212     0.684155     0.679173    0.0799594 









   0.0126879        35578  4.75919e-05     -0.23547      7.94594     0.701739     0.690543    0.0820146 









   0.0126026        35716  4.76094e-05    -0.214147        7.969     0.688843     0.680527    0.0805073 









   0.0124625        35086  4.77025e-05    -0.246318      8.01618     0.687534     0.690127    0.0803543 









   0.0120877        34255  4.64989e-05    -0.238478      8.01212     0.666288     0.655809    0.0778713 









   0.0123856        34782  4.71946e-05    -0.242271      7.95321     0.694869     0.676188    0.0812116 









   0.0120919        34114  4.67939e-05     -0.22929      7.94331     0.655343     0.651251    0.0765921 









   0.0123863        34772  4.54687e-05    -0.237244      7.97813     0.650463     0.653793    0.0760218 









   0.0124584        34847  4.47145e-05    -0.223818       7.9594     0.637884     0.630817    0.0745516 









   0.0126662        35478  4.54896e-05    -0.242898      8.00332     0.666655     0.660167    0.0779142 









   0.0129753        36184  4.48031e-05     -0.24425      7.98225     0.676737     0.676524    0.0790925 









   0.0127085        35822  4.29614e-05    -0.256272      7.98672     0.651561     0.651431    0.0761501 









    0.012745        35802  4.55294e-05    -0.252132      7.96652     0.672651     0.676734     0.078615 









    0.013215        37268  4.63784e-05    -0.263431      7.93864     0.732621     0.713744    0.0856238 









   0.0132039        37162  4.69675e-05    -0.253865       7.9367     0.737255     0.729432    0.0861654 









    0.012786        36136  4.69958e-05    -0.251723       7.9837     0.725105      0.69548    0.0847454 









   0.0124608        35033  4.70584e-05    -0.236445      8.00613      0.68381     0.681052    0.0799191 









   0.0121115        33949  4.72428e-05     -0.22811      8.01006     0.663067     0.655904    0.0774948 









   0.0118295        33517  4.75926e-05    -0.224051      7.94228      0.64781      0.64697    0.0757117 









   0.0116287        32529  4.79471e-05    -0.227484      7.98064     0.642435     0.635693    0.0750834 









   0.0117762        33183  4.78108e-05     -0.22066      7.98474     0.644578     0.645195     0.075334 









   0.0118611        33445  4.96541e-05    -0.230251      7.94655     0.682073     0.668282    0.0797162 









   0.0118069        33212  5.17011e-05    -0.225708      7.93173     0.699787     0.694774    0.0817864 









    0.011712        33109  5.07176e-05    -0.205312       7.9891     0.687257     0.670667     0.080322 









   0.0119767        33616  5.02618e-05    -0.204222      8.00312     0.682872     0.675602    0.0798095 









   0.0119366        33359   5.0169e-05    -0.204531      7.89557     0.680187     0.668006    0.0794956 









   0.0118226        33279  4.88074e-05    -0.208278      7.96112     0.652662     0.642732    0.0762788 









   0.0120651        33907  4.74682e-05    -0.194561      7.96165     0.666933     0.641284    0.0779467 









   0.0119378        33695  4.68911e-05    -0.189488      7.95569      0.62795     0.625771    0.0733906 









   0.0123484        34799  4.96847e-05     -0.15744      7.99274     0.670211     0.659701    0.0783297 









   0.0120938        34140  4.89852e-05    -0.141695      7.98911     0.645634     0.635086    0.0754574 









   0.0125912        35716  4.80313e-05    -0.161519      8.01359     0.665826     0.660726    0.0778173 









   0.0123121        34606  4.61895e-05     -0.15559       8.0627     0.625261     0.612851    0.0730763 









   0.0125449        35185  4.72013e-05    -0.141007      8.00543     0.633496     0.631833    0.0740388 









   0.0128165        36091  4.82772e-05    -0.135916      7.99366     0.675411     0.659021    0.0789375 









   0.0130004        36539  4.97206e-05     -0.12434      7.96322     0.689666     0.676856    0.0806035 









   0.0129111        36104  4.96715e-05    -0.130291      7.97699     0.683026     0.667215    0.0798275 









    0.012672        35820  4.96921e-05    -0.124588      7.99575     0.667083     0.663441    0.0779642 









   0.0124882        35040  5.06724e-05    -0.127355      7.96743      0.65938     0.677744     0.077064 









   0.0125761        35216  5.23131e-05    -0.121513      7.95924     0.685547     0.688864    0.0801222 









   0.0122134        34288  5.21165e-05      -0.1366      8.01896     0.675946     0.678696        0.079 









   0.0124045        35013  4.96446e-05    -0.160204      7.97521     0.663497     0.665645    0.0775451 









   0.0124447        35317  4.78916e-05    -0.170981      7.94834     0.666184     0.659166    0.0778591 









   0.0125222        35120  4.80865e-05    -0.169899       7.9522     0.658468     0.657839    0.0769573 









   0.0125152        35480   4.8288e-05    -0.188041      8.03856     0.681205     0.673877    0.0796146 









   0.0125589        35205  5.01455e-05    -0.192317        7.956     0.694003     0.696644    0.0811104 









   0.0123057        34663  4.88362e-05    -0.221572      7.98295     0.682738     0.683791    0.0797939 









   0.0119149        33426  4.94778e-05    -0.213096      8.00092     0.673452      0.66536    0.0787085 









   0.0128178        35810  5.05115e-05    -0.187289      7.96565     0.716088     0.711241    0.0836916 









   0.0124278        35383  4.93269e-05    -0.178254      7.96564     0.678343     0.690847    0.0792802 









   0.0122553        34763  4.81757e-05    -0.197344      7.96039     0.673607      0.66644    0.0787267 









   0.0124524        34973  4.73155e-05    -0.198635      8.00219     0.665031     0.656634    0.0777244 









   0.0122893        34602  4.80173e-05    -0.192495      8.01453     0.653541     0.648899    0.0763815 









   0.0125095        34825  5.02112e-05    -0.181791      7.91702     0.680907     0.685488    0.0795798 









    0.012054        33968  4.89943e-05     -0.19235      7.96563     0.666363     0.658809      0.07788 









    0.012054        33693   4.9064e-05    -0.204742      7.95815     0.689301     0.664979    0.0805609 









   0.0117839        33059  4.98745e-05     -0.19779      7.94184     0.660701     0.652001    0.0772182 









   0.0116242        32577  4.96802e-05    -0.181724      7.95509     0.658466     0.637248     0.076957 









   0.0116105        32777  5.05085e-05    -0.162825      8.04076      0.65105     0.639878    0.0760904 









   0.0117922        33148  4.78265e-05    -0.159269      8.05733     0.624369     0.611792    0.0729721 









    0.012028        33786  5.03472e-05     -0.15435      8.02463     0.652076      0.65318    0.0762102 









   0.0119775        34067  4.88001e-05    -0.176801      7.95976     0.662599     0.647657    0.0774401 









   0.0118528        33493  4.95255e-05    -0.181224      7.99896     0.658226     0.645349     0.076929 









   0.0118887        33452   4.9005e-05    -0.182794      8.01001     0.642475     0.635957    0.0750882 









   0.0122621        34572   5.0366e-05    -0.169395      7.98963     0.680636     0.676289    0.0795481 









   0.0119572        33865  5.01858e-05    -0.160604      7.99657     0.656396     0.661183    0.0767152 









   0.0119083        33334  5.18704e-05    -0.147724      7.96991     0.676965     0.664408    0.0791191 









    0.011385        31780  5.06474e-05    -0.159068      8.00717     0.625225     0.620608    0.0730721 









   0.0117209        32869  4.94792e-05    -0.187767      8.04635     0.644125     0.637001     0.075281 









   0.0118152        32884  5.11621e-05     -0.19405      7.99116     0.664184     0.666435    0.0776254 









   0.0117655        33090  4.84141e-05    -0.196286      7.98855     0.656759     0.637135    0.0767576 









   0.0120446        33710  5.20005e-05    -0.172877      7.96491     0.690507     0.689167    0.0807018 









   0.0116591        32850  5.19855e-05    -0.159961      7.96462     0.661271     0.655704    0.0772849 









   0.0118238        33217  4.95058e-05    -0.169309       7.9887     0.643867     0.638151    0.0752508 









   0.0121425        33870  5.07672e-05    -0.164969      7.95953     0.657499     0.660507    0.0768441 









   0.0120552        33844  4.89681e-05    -0.179017      7.99895     0.646856     0.651018    0.0756002 









   0.0119433        33441  4.80743e-05    -0.182393      8.01851     0.637765     0.631766    0.0745377 









   0.0119691        33674  4.84612e-05    -0.180717      8.00487     0.658293      0.63996    0.0769368 









   0.0123017        34440  4.90336e-05    -0.189476      7.96256     0.669502     0.662963    0.0782469 









   0.0121466        34350  4.97124e-05    -0.192699      7.98912      0.68151      0.67378    0.0796503 









   0.0120094        33828  5.04708e-05    -0.196763      7.96345     0.680548     0.677821    0.0795378 









   0.0122101        34283  5.16884e-05    -0.195397      7.93847     0.706025     0.700059    0.0825155 









   0.0119113        33501  4.98682e-05    -0.211978      7.96856     0.682707     0.671695    0.0797902 









   0.0119471        33363  4.93887e-05    -0.230917      7.97096      0.68351      0.66807    0.0798841 









   0.0118772        33448  4.85106e-05    -0.255454      8.00475     0.671889     0.671464    0.0785259 









   0.0120694        33814  4.66344e-05     -0.26064      7.98881     0.670877     0.659611    0.0784077 









   0.0120831        34060  4.74804e-05    -0.253117      8.01989     0.683355     0.675084     0.079866 









   0.0122577        34278  4.56096e-05    -0.269515       7.9914     0.666911       0.6606    0.0779441 









   0.0125785        35347  4.70597e-05    -0.249776      7.96755     0.690631     0.689129    0.0807163 









   0.0122429        34541  4.90946e-05    -0.228681      8.00094     0.693492     0.694912    0.0810507 









   0.0119503        33471  4.66951e-05    -0.228554      7.99795     0.650561     0.633642    0.0760332 









   0.0122223        34442  4.59405e-05    -0.214406       7.9688     0.634873     0.634171    0.0741998 









   0.0127805        36136  4.86055e-05    -0.215278      7.93676     0.706483      0.69417     0.082569 









   0.0133716        37359  4.67363e-05    -0.214972      7.98267     0.706466     0.705231     0.082567 









   0.0132571        37388  4.52955e-05    -0.198104      7.97065     0.684368      0.67287    0.0799844 









    0.013336        37317  4.75891e-05    -0.191546      7.97377      0.70131     0.702072    0.0819644 









     0.01347        37698  4.49314e-05    -0.239719      7.97829     0.701933     0.694905    0.0820372 









   0.0132031        37172  4.58705e-05    -0.253977      7.96198     0.729002     0.709376    0.0852009 









   0.0134748        38074  4.43822e-05    -0.236818      7.93696     0.704287     0.690925    0.0823123 









   0.0134474        37953  4.37526e-05    -0.238008      7.98728     0.690577     0.680719      0.08071 









   0.0125935        35708  4.52256e-05    -0.200942      8.02526      0.64747     0.651207    0.0756719 









   0.0123718        34821  4.22512e-05    -0.203446      8.05047     0.606633     0.584687    0.0708992 









   0.0126006        35727  4.32787e-05    -0.198059      8.05113      0.62459     0.612747    0.0729979 









   0.0124991        35133  4.53356e-05    -0.161858      7.99693       0.6241      0.61312    0.0729407 









   0.0125078        35017  4.65273e-05    -0.176367       8.0083     0.637719     0.636823    0.0745323 









   0.0127909        35939  4.70792e-05    -0.169385      7.99179     0.660823     0.657263    0.0772326 









    0.012346        35148  4.76043e-05    -0.175855      7.95905     0.652014     0.651021     0.076203 









    0.012026        33876  4.89358e-05    -0.162424      7.98687     0.647485     0.638483    0.0756737 









   0.0116632        32940  4.97427e-05    -0.163076      7.98016     0.643247     0.625037    0.0751784 









   0.0116089        32295  5.15634e-05    -0.145835      8.02956     0.629585     0.630139    0.0735817 









    0.011833        33421   4.9965e-05    -0.145466      8.00817     0.656399     0.637451    0.0767155 









    0.011858        33171  5.30459e-05    -0.149423      7.97732     0.674694     0.669058    0.0788537 









   0.0114555        32386  5.33101e-05    -0.140607      7.98294     0.667865      0.65323    0.0780556 









   0.0116145        32750  5.27592e-05    -0.154303      7.98684     0.666615     0.656642    0.0779095 









   0.0114988        32199  5.49458e-05    -0.144458      8.01072     0.675274     0.670428    0.0789215 









   0.0112823        31750  5.65744e-05    -0.154613      7.99365     0.696329     0.687581    0.0813822 









   0.0113241        31722  5.41684e-05    -0.175503      8.00755      0.67641     0.669786    0.0790543 









   0.0117691        32788  5.28733e-05    -0.192718      7.99863     0.689833      0.68151     0.080623 









   0.0117618        33401  5.33829e-05    -0.185133      7.92576     0.708704     0.705264    0.0828286 









   0.0114846        32256  5.48477e-05    -0.187562      7.95121     0.696308     0.693798    0.0813798 









   0.0115949        32496  5.19206e-05    -0.166215      7.97415     0.663408     0.649232    0.0775347 









   0.0116583        32733  4.97488e-05     -0.19212      8.03295     0.654502     0.643105    0.0764938 









   0.0117926        33200  4.97807e-05     -0.20576      7.97239     0.670999     0.662297    0.0784219 









   0.0116503        33121  4.84859e-05    -0.201053      7.99619     0.657574     0.637844    0.0768529 









    0.011668        32948   5.0018e-05    -0.205257      8.03639     0.650282     0.652963    0.0760006 









   0.0120022        33397  5.01192e-05    -0.200936       7.9669      0.67183     0.656327     0.078519 









   0.0120702        33985  4.99211e-05    -0.241707      8.03409      0.70708     0.699368    0.0826387 









   0.0123289        34809  4.81525e-05    -0.249233      7.98552     0.691327     0.696673    0.0807977 









   0.0118102        33457  4.65222e-05    -0.259303      8.01194     0.660738     0.650826    0.0772226 









   0.0118362        33132  4.83435e-05    -0.244302      7.95013     0.664607     0.663547    0.0776748 









   0.0120474        33918  4.65439e-05    -0.244631      7.97628     0.666408     0.650269    0.0778853 









   0.0122708        34358  4.53409e-05    -0.252802      7.96268      0.66235     0.650221    0.0774111 









   0.0126788        35522  4.46001e-05    -0.241009      8.03069     0.652768     0.651339    0.0762911 









   0.0129391        36147  4.55567e-05    -0.237709      7.97478     0.673369     0.674867    0.0786989 









   0.0127865        36060  4.53282e-05    -0.229801      7.95126     0.678784     0.671449    0.0793317 









   0.0128158        36023  4.42166e-05    -0.239873      7.98964     0.662332     0.656982     0.077409 









   0.0129774        36488  4.37461e-05    -0.224236      8.00479     0.670293     0.652363    0.0783393 









   0.0134943        37625  4.36995e-05    -0.227457      7.99657     0.677311     0.670153    0.0791596 









   0.0129706        36604  4.02562e-05    -0.240894      7.97453      0.62963     0.617764    0.0735869 









   0.0133041        37016  4.16929e-05    -0.225588      8.00743     0.631872     0.626259    0.0738489 









   0.0137728        38697  4.12368e-05    -0.234329      8.01403     0.660911     0.657608    0.0772428 









   0.0134576        38064  4.12368e-05    -0.221181      8.02147     0.652767     0.640696     0.076291 









   0.0135461        38133  4.40005e-05    -0.182321      7.99241     0.664396     0.652175    0.0776502 









   0.0134285        37641  4.30052e-05    -0.179737       8.0028     0.640935      0.63435    0.0749082 









    0.012974        36412  4.56673e-05    -0.163761      8.01805      0.64253     0.643587    0.0750946 









   0.0129156        36341  4.60559e-05    -0.177326      7.95925     0.662585     0.652652    0.0774385 









   0.0132922        37127  4.64041e-05    -0.192937      7.97683     0.682789     0.679639    0.0797998 









   0.0128273        36275  4.82457e-05    -0.195048      7.98069     0.712925     0.699053     0.083322 









   0.0131177        36700  4.69257e-05    -0.209033      7.96778     0.707138     0.690824    0.0826456 









   0.0130331        36934  4.41235e-05    -0.202362      8.01744     0.661871     0.651258    0.0773551 









   0.0130675        36391   4.3062e-05    -0.188462      8.02033     0.636294     0.624902    0.0743658 









   0.0133367        37262  4.66419e-05    -0.174742      7.96835      0.68264     0.675443    0.0797823 









   0.0131498        36987  4.83524e-05    -0.146265      7.97242     0.683881     0.681323    0.0799274 









   0.0131616        36920  4.93738e-05    -0.137454      7.97256     0.693553     0.682578    0.0810579 









    0.012974        36052  4.72682e-05     -0.13289      8.00778     0.638777     0.642544    0.0746559 









   0.0128706        36134  4.76462e-05    -0.121047      8.02548     0.637495     0.641545    0.0745061 









   0.0130782        37233  4.76011e-05    -0.110905      7.98554     0.664633     0.654844    0.0776778 









   0.0129955        36570  4.99177e-05   -0.0896039      7.95066     0.681964     0.668638    0.0797034 









   0.0132324        36830  4.96677e-05   -0.0928223      8.02377     0.673354     0.671184    0.0786971 









   0.0129921        36684  4.88776e-05    -0.104087      7.95918     0.652518     0.659116    0.0762619 









   0.0130813        36270  4.86376e-05   -0.0844245      8.05928     0.643549     0.637233    0.0752137 









   0.0130373        36918  4.82932e-05   -0.0956332       8.0143     0.662242     0.652811    0.0773984 









   0.0132382        36973  5.02338e-05    -0.104305      7.98474      0.68721     0.681615    0.0803166 









    0.013361        37464  4.91813e-05    -0.119472      7.95174     0.670625     0.684473    0.0783781 









   0.0133328        37272  4.98994e-05    -0.108612       7.9169     0.692612     0.695563    0.0809478 









   0.0129691        36435  5.07306e-05    -0.112059      7.99086     0.682132     0.691969    0.0797231 









   0.0129199        36203  4.84292e-05    -0.109844      7.96435      0.65021     0.659581    0.0759922 









   0.0127937        36187  4.60013e-05    -0.107249      8.01892     0.616193     0.613666    0.0720165 









   0.0131019        37062  4.62233e-05    -0.114306      7.98414     0.646444      0.62687    0.0755521 









   0.0130739        36809  4.62114e-05    -0.100198      8.02284     0.635832     0.625633    0.0743117 









   0.0133218        37242  4.72536e-05    -0.119083      8.03836      0.66267     0.652549    0.0774484 









    0.013041        36506  4.83855e-05    -0.100833      8.01628     0.662096      0.64684    0.0773813 









    0.012969        36528   4.8531e-05     -0.10176      7.96828     0.651709     0.662066    0.0761673 









   0.0125579        35335  5.14926e-05    -0.094162       7.9909     0.657966     0.660958    0.0768987 









   0.0127316        35749  5.07053e-05   -0.0916992      8.02312     0.667497     0.661405    0.0780126 









   0.0125897        35572  5.10767e-05    -0.104484      7.99444     0.666042     0.668354    0.0778425 









   0.0123447        34733  5.19708e-05    -0.102652      7.97909      0.68224     0.668393    0.0797356 









    0.012218        34100  5.26239e-05    -0.117885      7.95773     0.671734     0.664402    0.0785078 









   0.0118627        33195   5.3823e-05    -0.130188        7.921     0.660391     0.667851    0.0771821 









    0.011538        32557  5.39263e-05    -0.105673      7.92205      0.66128     0.650153     0.077286 









   0.0116083        32586  5.34726e-05   -0.0909143      8.07018     0.631503      0.63327    0.0738058 









   0.0115594        32565  5.27029e-05    -0.106066      8.01841     0.643786     0.631533    0.0752414 









   0.0115439        32782  5.19642e-05    -0.137916       8.0119     0.653609     0.647202    0.0763894 









   0.0118108        33327  4.82847e-05    -0.131934      8.00698     0.620381     0.607175    0.0725059 









   0.0120644        33964  5.11515e-05    -0.132708      8.01948     0.654565     0.652211    0.0765011 









   0.0115111        32399  5.21391e-05     -0.14015       8.0101     0.630757     0.636609    0.0737187 









   0.0117415        32921  5.03028e-05    -0.153581      8.03282     0.639343      0.63339    0.0747221 









   0.0116802        32716  5.22344e-05    -0.142643      7.96531     0.660337     0.646638    0.0771758 









    0.011746        33157  5.12357e-05    -0.166664      8.05413     0.669447     0.658449    0.0782405 









   0.0115137        32322  5.22473e-05    -0.163574      7.96574     0.654751     0.654073    0.0765229 









   0.0113463        32095  5.42143e-05    -0.176685      8.03434       0.6788     0.676038    0.0793336 









   0.0113544        31740  5.28254e-05    -0.170177       8.0128     0.655602     0.653079    0.0766224 









   0.0113404        31737  5.39377e-05    -0.180254      7.96453     0.666618     0.670804    0.0779099 









   0.0115923        32716   5.4356e-05    -0.162568      7.90489      0.68912     0.683574    0.0805397 









   0.0114759        32356  5.33742e-05    -0.149337      8.01162     0.662523     0.652297    0.0774312 









   0.0116537        32750  5.21277e-05    -0.135446      7.99247     0.658863     0.642378    0.0770035 









   0.0118045        33064  5.43658e-05    -0.143725      7.98969     0.695668      0.68555     0.081305 









   0.0118582        33158  5.22949e-05    -0.132858      7.97828     0.656089     0.649372    0.0766793 









   0.0120115        33619  5.08287e-05    -0.135547      7.97571     0.654402     0.648379    0.0764821 









   0.0116667        32970  5.16875e-05    -0.145262      8.01512      0.65759     0.650175    0.0768547 









   0.0113595        32099  5.38341e-05    -0.153093      8.00893     0.661218     0.666025    0.0772788 









   0.0115417        32452  5.44936e-05     -0.17169      7.96829     0.681585      0.68457    0.0796591 









   0.0111928        31545  5.18902e-05    -0.194476      7.95119     0.642089     0.643052    0.0750431 









    0.011392        31981  5.21174e-05    -0.162834      7.98636     0.658318     0.642129    0.0769398 









   0.0112227        31805  4.88991e-05    -0.189559        8.005     0.619357     0.616695    0.0723863 









   0.0118016        33013  5.03393e-05    -0.175422      8.00419     0.653164     0.648957    0.0763374 









   0.0118928        33503  4.95922e-05    -0.162901      8.00668     0.645664     0.638514    0.0754609 









   0.0121253        34087  4.99246e-05    -0.174593      7.99462     0.673953     0.663339    0.0787671 









   0.0123225        34659  5.03473e-05    -0.137602      7.98067     0.671556     0.658785     0.078487 









   0.0121661        34394   4.9382e-05    -0.133805      7.97666      0.63745     0.642836    0.0745009 









   0.0121885        34264  4.95152e-05    -0.117311      8.02405     0.637706     0.630969    0.0745307 









   0.0121973        34458   5.0374e-05    -0.124104      7.95836     0.660879     0.650576    0.0772391 









   0.0120933        33961  5.26372e-05    -0.124024      7.94978     0.685642     0.672893    0.0801333 









