          Pi       NnzSnp      SigmaSq            S       ResVar       GenVar     SigmaSqG          hsq 
  0.00876489        24580  0.000349058    -0.122048      7.13173      2.02552      2.94805     0.236729 









  0.00539352        15009  0.000121047    -0.279984       7.9642     0.746202     0.772043    0.0872111 









   0.0049558        13977  0.000104435    -0.300148      7.99061     0.649878     0.641248    0.0759533 






   0.0146278        41368   4.1917e-05    -0.127528      8.00682     0.664285     0.651594    0.0776371 









   0.0147396        41671  4.16484e-05    -0.141937      7.97584     0.665963     0.660681    0.0778333 









   0.0151766        42438  4.09999e-05    -0.164074      8.00036     0.669141     0.671907    0.0782047 









   0.0156087        43652   4.0927e-05     -0.16846      7.96116     0.702393     0.694723     0.082091 









   0.0151669        42946  4.16567e-05    -0.156651      7.94443      0.68735     0.688083    0.0803329 









   0.0146265        41411  4.16545e-05    -0.143862      7.97485     0.664884     0.655723    0.0777072 









   0.0145841        40875  4.09656e-05    -0.128907      7.99462     0.624744     0.628262    0.0730159 









   0.0147989        41710  4.12106e-05    -0.125794      8.02207     0.647887     0.638043    0.0757207 









   0.0148018        41552   3.8812e-05     -0.12661      8.02381     0.619338     0.605074    0.0723841 









    0.014868        41725  3.74385e-05    -0.134152      8.03376     0.598896     0.592486     0.069995 









   0.0151523        42821  3.85124e-05   -0.0776668      8.04852      0.61623     0.596564    0.0720208 









    0.015331        43042     4.02e-05     -0.06402      7.99605     0.618455     0.623342    0.0722809 









   0.0155591        43665  3.99397e-05   -0.0448011      8.06131     0.609356     0.613866    0.0712174 









   0.0158643        44233  4.07541e-05   -0.0418509      7.99552     0.641075     0.624669    0.0749245 









   0.0158913        44866  4.29215e-05   -0.0248171      7.98216     0.666909       0.6675    0.0779439 









   0.0158737        44929  4.23876e-05   -0.0418861      7.98803      0.67428     0.669953    0.0788053 









   0.0160894        45115  4.32775e-05   -0.0545214      7.93435     0.691998     0.686059     0.080876 









   0.0159401        44689  4.39336e-05   -0.0501637       7.9395     0.692985     0.692837    0.0809914 









   0.0156697        43836   4.3773e-05   -0.0468008      8.04038      0.69141     0.681732    0.0808073 









   0.0154763        43367  4.37843e-05   -0.0410379      7.95813     0.664641      0.66144    0.0776787 









   0.0156339        44145  4.19641e-05   -0.0470822      8.00567     0.667901     0.649586    0.0780598 









   0.0154383        43621  4.24066e-05   -0.0367945      8.00194     0.649152     0.646216    0.0758685 









   0.0156587        43954  4.30162e-05   -0.0344011      7.97484     0.659545     0.654225    0.0770832 









   0.0158644        44160  4.46077e-05   -0.0423348      7.96995     0.691505     0.693037    0.0808185 









   0.0162759        45562    4.212e-05    -0.047188      8.02225      0.68037     0.673422    0.0795171 









   0.0159126        44465  4.19082e-05     -0.04853      7.99154     0.657427     0.658053    0.0768357 









   0.0157605        44130  4.06889e-05   -0.0532351      8.01199     0.649263     0.629821    0.0758815 









   0.0155276        43803  4.16839e-05   -0.0596812      8.01381     0.642606     0.645394    0.0751035 









   0.0154315        43529  4.10532e-05   -0.0611227      8.00382     0.646724     0.636127    0.0755848 









    0.014857        41920  4.19864e-05   -0.0648174       8.0392     0.631419     0.624782    0.0737961 









   0.0151783        42761   4.1242e-05   -0.0743568      7.99252     0.639192     0.632612    0.0747045 









   0.0153524        42815  4.06027e-05   -0.0871401      8.01668     0.644593     0.633192    0.0753358 









    0.016014        44694  4.13262e-05   -0.0662359      7.98484      0.65825     0.654776    0.0769318 









   0.0150476        43004  4.31996e-05   -0.0420556      7.99127     0.663572     0.651298    0.0775538 









   0.0154728        43376   4.2807e-05   -0.0459671      7.93534     0.655328     0.650672    0.0765903 









   0.0153631        42970  4.14183e-05    -0.067926      8.01132     0.639836     0.638914    0.0747798 









